noid,codigo_departamento,nombre_departamento,codigo_municipio,nombre_municipio,zona_postal,codigo_postal,limite_norte,limite_sur,limite_este,limite_oeste,tipo,barrios_contenidos_en_el_codigo_postal,veredas_contenidas_en_el_codigo_postal
420,8,ATLANTICO,08758,SOLEDAD,830,83001,KR 1B Y M. B/QUILLA,KR  24,AC  BOYACA,CL 43 Y 37,Urbano,Los Laureles- Urbanización El Parque- Urbanización La Arboleda- Urbanización Las Gaviotas- Urbanización Las Gaviotas II y Balkanes- Urbanización Las Trinitarias- Urbanización Parque Muvdi I- Urbanización Parque Muvdi II- Villa Cecilia- Villa del Carmen,Sin Informacion de Veredas
3101,73,TOLIMA,73001,IBAGUE,7300,730009,LIMITE URBANO,MUNICIPIO ROVIRA,VIA IBAGUE - ROVIRA,RIO COELLO,Rural,Sin Informacion de Barrios,Charco Rio Bajo- Charcos Rico Alto-  El Cedral-  El Pando La Joya-  El Tejal-  La Florida Pya-  La Florida Pyo-  La Montaña-  Limoncito-  Martinez-  Martinica Pya-  Martinica Pyo-  Morrochusco
3588,94,GUAINIA,94886,CACAHUAL,9410,941018,CAÑO CHANGUITA,MUNICIPIO PUERTO COLOMBIA,CAÑO CHIGUIRE Y RÍO (PERMANENTE),MUNICIPIO INÍRIDA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3064,70,SUCRE,70400,LA UNION,7040,704057,MPIO. SAHAGÚN Y CHINU,MUNICIPIO SAN MARCOS,MUNICIPIO CAIMITO,MUNICIPIO SAHAGÚN,Rural,Laguna de Oxidación- Matadero Municipal,Catalina- El León-  La Muerte-  Pisa Flores-  Rodania-  Sabaneta
1869,27,CHOCO,27430,MEDIO BAUDO,2750,275018,RÍO BAUDÓ Y Q/DA. CURUNDÓ,MPIO. ISTMINA Y BAJO BAUDÓ,MUNICIPIO ISTMINA,RÍO BAUDÓ Y MPIO. BAJO BAUDÓ,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1245,19,CAUCA,19807,TIMBIO,1935,193528,MUNICIPIO POPAYÁN,VÍA POPAYÁN-URUBAMBA,MUNICIPIO SOTARÁ,MUNICIPIO EL TAMBO,Rural,Sin Informacion de Barrios,Figueroa- La Cabana-  La Chorrera-  Las Veneras-  Siloe-  Tunurco
3590,94,GUAINIA,94884,PUERTO COLOMBIA,9410,941038,RÍO GUAINÍA,MUNICIPIO PANA PANA,CAÑO NAQUÉN,MUNICIPIO PANA PANA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1602,25,CUNDINAMARCA,25817,TOCANCIPA,2510,251017,MPIO. ZIPAQUIRA Y GACHANCIPÁ,MUNICIPIO GUASCA,M. GACHANCIPÁ Y GUATAVITA,MUNICIPIO SOPO,Rural,Sin Informacion de Barrios,Barandillas- CENTRO ALTO-  LA CAROLINA-  LA DIANA-  LA FUENTE-  Portachuelo-  PUEBLO VIEJO-  TIBITO-  VERGANZO
1053,17,CALDAS,17524,PALESTINA,1760,176047,MUNICIPIO MANIZALES,MUNICIPIO CHINCHINÁ,MPIO. MANIZALES Y CHINCHINÁ,VÍA ARAU.-PALESTI.-RÍO CAMPOALEGRE,Rural,Sin Informacion de Barrios,Cabecera Municipal- Cartagena-  El Higuerón-  La Muleta
3168,73,TOLIMA,73200,COELLO,7335,733508,MPIO. IBAGUÉ Y PIEDRAS,MUNICIPIO ESPINAL,VÍA COELLO-DOIMA,MPIO. SAN LUIS Y ESPINAL,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1290,19,CAUCA,19100,BOLIVAR,1950,195018,RÍO (PERMANENTE),MPIO. LA CRUZ Y SANTA ROSA,RÍO DANTAS,RÍO (PERMANEN.) Y M. SAN PABLO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3015,68,SANTANDER,68406,LEBRIJA,6875,687579,VÍA LEBRIJA-URIBE URIBE,MUNICIPIO GIRÓN,VÍA MARTA - URIBE URIBE,MPIO. SABAN DE TORRES,Rural,Sin Informacion de Barrios,Canoas- El Cristal-  Río Sucio Bajo
1596,25,CUNDINAMARCA,25426,MACHETA,2508,250847,MUNICIPIO CHOCONTÁ,RÍO GUATANFUR,RÍO GUATANF.- MACHETÁ Y M. TIBIRITÁ,MUNICIPIO CHOCONTÁ,Rural,Sin Informacion de Barrios,BELEN- BOQUERON-  CASADILLAS BAJO-  GUINA ALTO-  GUINA BAJO-  LAGUNA-  LOTAVITA-  QUEBRADA HONDA-  RESGUARDO ALTO-  RESGUARDO BAJO-  RETIRO DE BLANCOS-  SAN BERNABE-  SAN ISIDRO BAJO-  SAN JOSE-  SAN LUIS-  SAN MARTIN-  SANTA LIBRADA-  SOATAMA-  SOATAMA-
3526,86,PUTUMAYO,86568,PUERTO ASIS,8620,862060,CL 41,CL 8A,KR 38A,KR 15,Urbano,02 B Obrero I- 03 B Obrero II- 04 B Las Americas- 05 B El Puerto- 06 B El Carmen- 07 B San Francisco- 08 B El Recreo- 09 B Modelo- 10 B Los Chiparos- 11 B Las Colinas- 12 B La Floresta- 13 B Camilo Torres- 14 B Allende- 16 B San Nicolas- 17 B Los Pinos- 1,Carmen del Piñuña
2745,68,SANTANDER,68132,CALIFORNIA,6805,680517,MUNICIPIO SURATÁ,MUNICIPIO VETAS,MUNICIPIO CUCUTILLA,MUNICIPIO SURATÁ,Rural,Sin Informacion de Barrios,Cabecera Municipal- Cerillos-  El Centro
3142,73,TOLIMA,73520,PALOCABILDO,7315,731587,MUNICIPIO FRESNO,MUNICIPIO FALÁN,MUNICIPIO FALÁN,MUNICIPIO CASABIANCA,Rural,Sin Informacion de Barrios,Abejas- Alto Bonito-  Alto Guali-  Asturias-  Bajo Guali-  Cabecera Municipal-  El Olimpo-  El Palmar-  La Primavera-  Las Delicias-  Los Arrayanes-  Muleros-  Playarica
2643,54,NORTE DE SANTANDER,54245,EL CARMEN,5470,547078,RÍO BOKDROM BOKI,QUEBRADA TRINIDAD,MUNICIPIO CONVENCIÓN,M. CHIMICHA.- PAILITAS- PELAYA Y LA GLORIA,Rural,Sin Informacion de Barrios,Casa de Piedra- La Luna Sector 2
1923,41,HUILA,41872,VILLAVIEJA,4110,411028,MUNICIPIO NATAGAIMA,Q/DA. TATACOA Y RÍO (PERMANENTE),MUNICIPIO ALPUJARRA,MPIO. MATAGAIMA Y AIPE,Rural,Sin Informacion de Barrios,Anacarco- Balsillas-  GOLONDRINAS-  LA CALERA-  La Palma-  Pueblo Nuevo-  SAN JUANITO
2362,52,NARIÑO,52411,LINARES,5225,522508,RÍO (PERANEN.) Y RELIEVE M.,MUNICIPIO ANCUYÁ,M. SANDONÁ Y EL TAMBO,MUNICIPIO SAMANIEGO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1230,19,CAUCA,19355,INZA,1925,192547,RÍO MALVASA,VÍA INZÁ-TOTORÓ,VÍA INZÁ-TOTORÓ,MPIO. SILVIA Y TOTORÓ,Rural,Sin Informacion de Barrios,Dosquebradas- El Cabuyo-  La Milagrosa-  Mesopotamia-  Tierras Blancas
1144,19,CAUCA,19001,POPAYAN,1900,190008,MPIO. CAJIBÍO Y TOTORO,VÍA POPAYÁN-LAS PIEDRAS-EL HATICO,MUNICIPIO TOTORO,VÍA POPAYÁN-LA CAPILLA,Rural,Sin Informacion de Barrios,La Rejoya- Quintana
1511,23,CORDOBA,23574,PUERTO ESCONDIDO,2350,235007,MPIO. MOÑITOS Y LORICA,VÍA PTO. ESCONDIDO-EL PANTANO,MUNICIPIO SAN PELAYO,MAR CARIBE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2103,47,MAGDALENA,47053,ARACATACA,4720,472001,CL 18,CL 1 S,KR 24 E,KR 14,Urbano,1 de Mayo- Boston- Camellón- Cataquita- Ciudadela Macondo- De Ayacucho- El Carmen- El Centro- El Parque- El Porvenir- El Pradito- El Suiche- Galán- La Esperanza- Las Delicias- Las Delicias I- Loma Fresca- Macondo- Marujita- Nariño- Palmera- Raíces- San Jo,La Polvorita
1727,25,CUNDINAMARCA,25001,AGUA DE DIOS,2528,252857,MUNICIPIO TOCAIMA,MPIO. RICAURTE Y NILO,M. TOCAIMA Y NILO,MUNICIPIO RICAURTE,Rural,Sin Informacion de Barrios,AGUA FRIA- ALTO DE LA VIGA-  ASOMADERO-  BELEN-  BELLAVISTA-  IBAÑES-  ISNA-  LA BALSITA-  LA ESMERALDA-  LA GLORIA-  LA PUNA-  LAS MERCEDES-  LETICIA-  SALADA-  SAN JERONIMO-  SAN JOSE
1599,25,CUNDINAMARCA,25758,SOPO,2510,251007,MUNICIPIO TOCANCIPÁ,MUNICIPIO GUASCA,MPIO. TOCANCIPÁ Y GUASCA,RÍO TEUSACÁ,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1925,41,HUILA,41799,TELLO,4110,411047,MUNICIPIO VILLAVIEJA,MUNICIPIO NEIVA,VÍA TELLO-PALACIO Y M. BARAYÁ,MPIO. NEIVA Y AIPE,Rural,Sin Informacion de Barrios,SIERRA DE LA CAÑADA
2835,68,SANTANDER,68167,CHARALA,6825,682551,LIMITE URBANO,CL 14,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Cabecera Municipal- Chonrriche-  El Río-  Herrerita-  Miraflores-  Montefrio
3341,76,VALLE DEL CAUCA,76020,ALCALA,7620,762047,MUNICIPIO ULLOA,M. QUIMBAYA Y FILANDIA,MUNICIPIO FILANDIA,MUNICIPIO CARTAGO,Rural,Las Delicias- Villa Fernanda,Arauca- Bélgica-  Cabecera Municipal-  Chapinero-  Dinamarca-  El Cofre-  El Congal-  El Congal-  El Pinal-  La Caña-  La Cuchilla-  La Floresta-  La Polonia-  La Unión-  Los Sauces-  Mara Véles-  Mesa Alta-  Mesa Baja-  Patevilca-  Pavas-  Playas Verdes-
2395,52,NARIÑO,52560,POTOSI,5240,524037,MUNICIPIO IPIALES,MUNICIPIO IPIALES,QUEBRADA YAMUESQUER,MUNICIPIO IPIALES,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3484,85,CASANARE,85162,MONTERREY,8550,855018,MUNICIPIO TAURAMENA,MUNICIPIO VILLANUEVA,MUNICIPIO TAURAMENA,RÍO TUA,Rural,Sin Informacion de Barrios,Banquetas- Barbasco-  Brisas del Llano-  Buenavista-  Cabecera Municipal-  Caño Rico-  Carrabal-  Guadualito-  Guafal-  Iguaro-  Isimena-  La Argentina-  La Caja-  La Oriental-  Las Mercedes-  Las Tazas-  Marenao-  Palmira-  Palo Negro-  Puerto Rosales-
2981,68,SANTANDER,68235,EL CARMEN DE CHUCURI,6865,686577,MPIO. SAN V. DE CHUCURÍ,VIA EL C. DE CHU.-ANGOS. DE A.,RÍO OPONCITO,RÍO FUEGO - HACIA  RÍO SUCIO,Rural,Sin Informacion de Barrios,Cerro Negro- Dos Bocas-  El 27-  El Edén-  El Treinta-  LA PRADERA-  La Salina-  MARCITO-  PAMPLONA-  PRIMAVERA-  Sabanales-  San Luis-  Vista Hermosa
3044,70,SUCRE,70742,SAN LUIS DE SINCE,7020,702078,MUNICIPIO LOS PALMITOS,MPIO. EL ROBLE Y GALERAS,AY. MANCOMOJÁN Y RÍO (PERMANENTE),M. SAN JUAN DE B. Y COROZAL,Rural,Corintio,Sin Informacion de Veredas
